name,type,lng,lat
美联众合动物医院(瑞海分院),医疗保健服务;动物医疗场所;宠物诊所,117.19286499947897,39.14264112514027
天津河北区京医中医诊所,医疗保健服务;诊所;诊所,117.19328636012526,39.152851677569885
天津市大悦宠物服务工作室,医疗保健服务;动物医疗场所;宠物诊所,117.1719792020598,39.15338713728748
中康口腔,医疗保健服务;专科医院;口腔医院,117.18749954550769,39.156873800499895
惠耳听力助听器(天津惠耳),医疗保健服务;医药保健销售店;医疗保健用品,117.19384932215203,39.15207003244709
海王星辰(天津金兆园店),医疗保健服务;医药保健销售店;药房,117.19327533214586,39.15293860819749
笙合堂清肤老铺,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.19330738555462,39.152906678003745
梁元中医门诊部,医疗保健服务;诊所;诊所,117.19449043684175,39.15095070475286
天津春语华澳医疗美容门诊,医疗保健服务;专科医院;整形美容,117.19310637731108,39.142607528905415
蜜蜂园中蜂觅蜂堂,医疗保健服务;医药保健销售店;医疗保健用品,117.19472884461159,39.150566305509
天津市中医药研究院附属医院病案科,医疗保健服务;综合医院;三级甲等医院,117.16977900702197,39.146020449034
敬一堂药房,医疗保健服务;医药保健销售店;药房,117.18259551942371,39.13797465616341
今日·疼痛干预中心,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.17737705395781,39.13875183997684
慕锦新中式养生,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.18237312880743,39.137968268071056
军年堂,医疗保健服务;医疗保健服务场所;医疗保健服务场所,117.18237312880743,39.137968268071056
时间药店,医疗保健服务;医药保健销售店;药房,117.19499930125473,39.150162966053294
马氏正骨按摩推拿理疗店(四马路店),医疗保健服务;医药保健销售店;医疗保健用品,117.18663702895056,39.15741001832975
大耳朵宠物医院,医疗保健服务;动物医疗场所;宠物诊所,117.1827978809488,39.13792704092783
马氏正骨按摩推拿理疗店(四马路店),医疗保健服务;医药保健销售店;医疗保健用品,117.18663702895056,39.15741001832975
大耳朵宠物医院,医疗保健服务;动物医疗场所;宠物诊所,117.1827978809488,39.13792704092783
天津市中医药研究院附属医院中医治未病中心,医疗保健服务;综合医院;三级甲等医院,117.16980110057983,39.145610735932046
龙莲堂大药房(南城街店),医疗保健服务;医药保健销售店;药房,117.18319657886322,39.13793173809737
今日医综格综合门诊,医疗保健服务;诊所;诊所,117.17734099477534,39.1386988063272
